ID,Team1,Team2,Team1 Seed,Team2 Seed,Team1Conf,Team2Conf,Seed1,Seed2
2019_1211_1242,1211,1242,X01,Y04,X,Y,1,4
2019_1211_1243,1211,1243,X01,Z04,X,Z,1,4
2019_1211_1246,1211,1246,X01,Y02,X,Y,1,2
2019_1211_1251,1211,1251,X01,W12,X,W,1,12
2019_1211_1257,1211,1257,X01,W07,X,W,1,7
2019_1211_1261,1211,1261,X01,W03,X,W,1,3
2019_1211_1266,1211,1266,X01,X05,X,X,1,5
2019_1211_1268,1211,1268,X01,W06,X,W,1,6
2019_1211_1276,1211,1276,X01,X02,X,X,1,2
2019_1211_1277,1211,1277,X01,W02,X,W,1,2
2019_1211_1278,1211,1278,X01,W10,X,W,1,10
2019_1211_1279,1211,1279,X01,Z08,X,Z,1,8
2019_1211_1280,1211,1280,X01,W05,X,W,1,5
2019_1211_1285,1211,1285,X01,X15,X,X,1,15
2019_1211_1293,1211,1293,X01,X12,X,X,1,12
2019_1211_1295,1211,1295,X01,W16,X,W,1,16
2019_1211_1297,1211,1297,X01,X14,X,X,1,14
2019_1211_1300,1211,1300,X01,W16,X,W,1,16
2019_1211_1305,1211,1305,X01,X07,X,X,1,7
2019_1211_1308,1211,1308,X01,Y12,X,Y,1,12
2019_1211_1314,1211,1314,X01,Y01,X,Y,1,1
2019_1211_1318,1211,1318,X01,Y13,X,Y,1,13
2019_1211_1326,1211,1326,X01,Y11,X,Y,1,11
2019_1211_1328,1211,1328,X01,Z09,X,Z,1,9
2019_1211_1330,1211,1330,X01,Z14,X,Z,1,14
2019_1211_1332,1211,1332,X01,Z12,X,Z,1,12
2019_1211_1341,1211,1341,X01,X16,X,X,1,16
2019_1211_1345,1211,1345,X01,Z03,X,Z,1,3
2019_1211_1371,1211,1371,X01,Y10,X,Y,1,10
2019_1211_1385,1211,1385,X01,X11,X,X,1,11
2019_1211_1387,1211,1387,X01,W13,X,W,1,13
2019_1211_1388,1211,1388,X01,Z11,X,Z,1,11
2019_1211_1393,1211,1393,X01,X08,X,X,1,8
2019_1211_1396,1211,1396,X01,W11,X,W,1,11
2019_1211_1397,1211,1397,X01,Z02,X,Z,1,2
2019_1211_1403,1211,1403,X01,X03,X,X,1,3
2019_1211_1414,1211,1414,X01,Z13,X,Z,1,13
2019_1211_1416,1211,1416,X01,W09,X,W,1,9
2019_1211_1429,1211,1429,X01,Y08,X,Y,1,8
2019_1211_1433,1211,1433,X01,W08,X,W,1,8
2019_1211_1436,1211,1436,X01,X13,X,X,1,13
2019_1211_1437,1211,1437,X01,Z06,X,Z,1,6
2019_1211_1438,1211,1438,X01,Z01,X,Z,1,1
2019_1211_1439,1211,1439,X01,W04,X,W,1,4
2019_1211_1449,1211,1449,X01,Y09,X,Y,1,9
2019_1211_1458,1211,1458,X01,Z05,X,Z,1,5
2019_1211_1459,1211,1459,X01,Y07,X,Y,1,7
2019_1211_1463,1211,1463,X01,W14,X,W,1,14
2019_1222_1233,1222,1233,Y03,Y16,Y,Y,3,16
2019_1222_1234,1222,1234,Y03,Z10,Y,Z,3,10
2019_1222_1235,1222,1235,Y03,Y06,Y,Y,3,6
2019_1222_1242,1222,1242,Y03,Y04,Y,Y,3,4
2019_1222_1243,1222,1243,Y03,Z04,Y,Z,3,4
2019_1222_1246,1222,1246,Y03,Y02,Y,Y,3,2
2019_1222_1251,1222,1251,Y03,W12,Y,W,3,12
2019_1222_1257,1222,1257,Y03,W07,Y,W,3,7
2019_1222_1261,1222,1261,Y03,W03,Y,W,3,3
2019_1222_1266,1222,1266,Y03,X05,Y,X,3,5
2019_1222_1268,1222,1268,Y03,W06,Y,W,3,6
2019_1222_1276,1222,1276,Y03,X02,Y,X,3,2
2019_1222_1277,1222,1277,Y03,W02,Y,W,3,2
2019_1222_1278,1222,1278,Y03,W10,Y,W,3,10
2019_1222_1279,1222,1279,Y03,Z08,Y,Z,3,8
2019_1222_1280,1222,1280,Y03,W05,Y,W,3,5
2019_1222_1285,1222,1285,Y03,X15,Y,X,3,15
2019_1222_1293,1222,1293,Y03,X12,Y,X,3,12
2019_1222_1295,1222,1295,Y03,W16,Y,W,3,16
2019_1222_1297,1222,1297,Y03,X14,Y,X,3,14
2019_1222_1300,1222,1300,Y03,W16,Y,W,3,16
2019_1222_1305,1222,1305,Y03,X07,Y,X,3,7
2019_1222_1308,1222,1308,Y03,Y12,Y,Y,3,12
2019_1222_1314,1222,1314,Y03,Y01,Y,Y,3,1
2019_1222_1318,1222,1318,Y03,Y13,Y,Y,3,13
2019_1222_1326,1222,1326,Y03,Y11,Y,Y,3,11
2019_1222_1328,1222,1328,Y03,Z09,Y,Z,3,9
2019_1222_1330,1222,1330,Y03,Z14,Y,Z,3,14
2019_1222_1332,1222,1332,Y03,Z12,Y,Z,3,12
2019_1222_1341,1222,1341,Y03,X16,Y,X,3,16
2019_1222_1345,1222,1345,Y03,Z03,Y,Z,3,3
2019_1222_1371,1222,1371,Y03,Y10,Y,Y,3,10
2019_1222_1385,1222,1385,Y03,X11,Y,X,3,11
2019_1222_1387,1222,1387,Y03,W13,Y,W,3,13
2019_1222_1388,1222,1388,Y03,Z11,Y,Z,3,11
2019_1222_1393,1222,1393,Y03,X08,Y,X,3,8
2019_1222_1396,1222,1396,Y03,W11,Y,W,3,11
2019_1222_1397,1222,1397,Y03,Z02,Y,Z,3,2
2019_1222_1403,1222,1403,Y03,X03,Y,X,3,3
2019_1222_1414,1222,1414,Y03,Z13,Y,Z,3,13
2019_1222_1416,1222,1416,Y03,W09,Y,W,3,9
2019_1222_1429,1222,1429,Y03,Y08,Y,Y,3,8
2019_1222_1433,1222,1433,Y03,W08,Y,W,3,8
2019_1222_1436,1222,1436,Y03,X13,Y,X,3,13
2019_1222_1437,1222,1437,Y03,Z06,Y,Z,3,6
2019_1222_1438,1222,1438,Y03,Z01,Y,Z,3,1
2019_1222_1439,1222,1439,Y03,W04,Y,W,3,4
2019_1222_1449,1222,1449,Y03,Y09,Y,Y,3,9
2019_1222_1458,1222,1458,Y03,Z05,Y,Z,3,5
2019_1222_1459,1222,1459,Y03,Y07,Y,Y,3,7
2019_1222_1463,1222,1463,Y03,W14,Y,W,3,14
2019_1233_1234,1233,1234,Y16,Z10,Y,Z,16,10
2019_1233_1235,1233,1235,Y16,Y06,Y,Y,16,6
2019_1233_1242,1233,1242,Y16,Y04,Y,Y,16,4
2019_1233_1243,1233,1243,Y16,Z04,Y,Z,16,4
2019_1233_1246,1233,1246,Y16,Y02,Y,Y,16,2
2019_1233_1251,1233,1251,Y16,W12,Y,W,16,12
2019_1233_1257,1233,1257,Y16,W07,Y,W,16,7
2019_1233_1261,1233,1261,Y16,W03,Y,W,16,3
2019_1233_1266,1233,1266,Y16,X05,Y,X,16,5
2019_1233_1268,1233,1268,Y16,W06,Y,W,16,6
2019_1233_1276,1233,1276,Y16,X02,Y,X,16,2
2019_1233_1277,1233,1277,Y16,W02,Y,W,16,2
2019_1233_1278,1233,1278,Y16,W10,Y,W,16,10
2019_1233_1279,1233,1279,Y16,Z08,Y,Z,16,8
2019_1233_1280,1233,1280,Y16,W05,Y,W,16,5
2019_1233_1285,1233,1285,Y16,X15,Y,X,16,15
2019_1233_1293,1233,1293,Y16,X12,Y,X,16,12
2019_1233_1295,1233,1295,Y16,W16,Y,W,16,16
2019_1233_1297,1233,1297,Y16,X14,Y,X,16,14
2019_1233_1300,1233,1300,Y16,W16,Y,W,16,16
2019_1233_1305,1233,1305,Y16,X07,Y,X,16,7
2019_1233_1308,1233,1308,Y16,Y12,Y,Y,16,12
2019_1233_1314,1233,1314,Y16,Y01,Y,Y,16,1
2019_1233_1318,1233,1318,Y16,Y13,Y,Y,16,13
2019_1233_1326,1233,1326,Y16,Y11,Y,Y,16,11
2019_1233_1328,1233,1328,Y16,Z09,Y,Z,16,9
2019_1233_1330,1233,1330,Y16,Z14,Y,Z,16,14
2019_1233_1332,1233,1332,Y16,Z12,Y,Z,16,12
2019_1233_1341,1233,1341,Y16,X16,Y,X,16,16
2019_1233_1345,1233,1345,Y16,Z03,Y,Z,16,3
2019_1233_1371,1233,1371,Y16,Y10,Y,Y,16,10
2019_1233_1385,1233,1385,Y16,X11,Y,X,16,11
2019_1233_1387,1233,1387,Y16,W13,Y,W,16,13
2019_1233_1388,1233,1388,Y16,Z11,Y,Z,16,11
2019_1233_1393,1233,1393,Y16,X08,Y,X,16,8
2019_1233_1396,1233,1396,Y16,W11,Y,W,16,11
2019_1233_1397,1233,1397,Y16,Z02,Y,Z,16,2
2019_1233_1403,1233,1403,Y16,X03,Y,X,16,3
2019_1233_1414,1233,1414,Y16,Z13,Y,Z,16,13
2019_1233_1416,1233,1416,Y16,W09,Y,W,16,9
2019_1233_1429,1233,1429,Y16,Y08,Y,Y,16,8
2019_1233_1433,1233,1433,Y16,W08,Y,W,16,8
2019_1233_1436,1233,1436,Y16,X13,Y,X,16,13
2019_1233_1437,1233,1437,Y16,Z06,Y,Z,16,6
2019_1233_1438,1233,1438,Y16,Z01,Y,Z,16,1
2019_1233_1439,1233,1439,Y16,W04,Y,W,16,4
2019_1233_1449,1233,1449,Y16,Y09,Y,Y,16,9
2019_1233_1458,1233,1458,Y16,Z05,Y,Z,16,5
2019_1233_1459,1233,1459,Y16,Y07,Y,Y,16,7
2019_1233_1463,1233,1463,Y16,W14,Y,W,16,14
2019_1234_1235,1234,1235,Z10,Y06,Z,Y,10,6
2019_1234_1242,1234,1242,Z10,Y04,Z,Y,10,4
2019_1234_1243,1234,1243,Z10,Z04,Z,Z,10,4
2019_1234_1246,1234,1246,Z10,Y02,Z,Y,10,2
2019_1234_1251,1234,1251,Z10,W12,Z,W,10,12
2019_1234_1257,1234,1257,Z10,W07,Z,W,10,7
2019_1234_1261,1234,1261,Z10,W03,Z,W,10,3
2019_1234_1266,1234,1266,Z10,X05,Z,X,10,5
2019_1234_1268,1234,1268,Z10,W06,Z,W,10,6
2019_1234_1276,1234,1276,Z10,X02,Z,X,10,2
2019_1234_1277,1234,1277,Z10,W02,Z,W,10,2
2019_1234_1278,1234,1278,Z10,W10,Z,W,10,10
2019_1234_1279,1234,1279,Z10,Z08,Z,Z,10,8
2019_1234_1280,1234,1280,Z10,W05,Z,W,10,5
2019_1234_1285,1234,1285,Z10,X15,Z,X,10,15
2019_1234_1293,1234,1293,Z10,X12,Z,X,10,12
2019_1234_1295,1234,1295,Z10,W16,Z,W,10,16
2019_1234_1297,1234,1297,Z10,X14,Z,X,10,14
2019_1234_1300,1234,1300,Z10,W16,Z,W,10,16
2019_1234_1305,1234,1305,Z10,X07,Z,X,10,7
2019_1234_1308,1234,1308,Z10,Y12,Z,Y,10,12
2019_1234_1314,1234,1314,Z10,Y01,Z,Y,10,1
2019_1234_1318,1234,1318,Z10,Y13,Z,Y,10,13
2019_1234_1326,1234,1326,Z10,Y11,Z,Y,10,11
2019_1234_1328,1234,1328,Z10,Z09,Z,Z,10,9
2019_1234_1330,1234,1330,Z10,Z14,Z,Z,10,14
2019_1234_1332,1234,1332,Z10,Z12,Z,Z,10,12
2019_1234_1341,1234,1341,Z10,X16,Z,X,10,16
2019_1234_1345,1234,1345,Z10,Z03,Z,Z,10,3
2019_1234_1371,1234,1371,Z10,Y10,Z,Y,10,10
2019_1234_1385,1234,1385,Z10,X11,Z,X,10,11
2019_1234_1387,1234,1387,Z10,W13,Z,W,10,13
2019_1234_1388,1234,1388,Z10,Z11,Z,Z,10,11
2019_1234_1393,1234,1393,Z10,X08,Z,X,10,8
2019_1234_1396,1234,1396,Z10,W11,Z,W,10,11
2019_1234_1397,1234,1397,Z10,Z02,Z,Z,10,2
2019_1234_1403,1234,1403,Z10,X03,Z,X,10,3
2019_1234_1414,1234,1414,Z10,Z13,Z,Z,10,13
2019_1234_1416,1234,1416,Z10,W09,Z,W,10,9
2019_1234_1429,1234,1429,Z10,Y08,Z,Y,10,8
2019_1234_1433,1234,1433,Z10,W08,Z,W,10,8
2019_1234_1436,1234,1436,Z10,X13,Z,X,10,13
2019_1234_1437,1234,1437,Z10,Z06,Z,Z,10,6
2019_1234_1438,1234,1438,Z10,Z01,Z,Z,10,1
2019_1234_1439,1234,1439,Z10,W04,Z,W,10,4
2019_1234_1449,1234,1449,Z10,Y09,Z,Y,10,9
2019_1234_1458,1234,1458,Z10,Z05,Z,Z,10,5
2019_1234_1459,1234,1459,Z10,Y07,Z,Y,10,7
2019_1234_1463,1234,1463,Z10,W14,Z,W,10,14
2019_1235_1242,1235,1242,Y06,Y04,Y,Y,6,4
2019_1235_1243,1235,1243,Y06,Z04,Y,Z,6,4
2019_1235_1246,1235,1246,Y06,Y02,Y,Y,6,2
2019_1235_1251,1235,1251,Y06,W12,Y,W,6,12
2019_1235_1257,1235,1257,Y06,W07,Y,W,6,7
2019_1235_1261,1235,1261,Y06,W03,Y,W,6,3
2019_1235_1266,1235,1266,Y06,X05,Y,X,6,5
2019_1235_1268,1235,1268,Y06,W06,Y,W,6,6
2019_1235_1276,1235,1276,Y06,X02,Y,X,6,2
2019_1235_1277,1235,1277,Y06,W02,Y,W,6,2
2019_1235_1278,1235,1278,Y06,W10,Y,W,6,10
2019_1235_1279,1235,1279,Y06,Z08,Y,Z,6,8
2019_1235_1280,1235,1280,Y06,W05,Y,W,6,5
2019_1235_1285,1235,1285,Y06,X15,Y,X,6,15
2019_1235_1293,1235,1293,Y06,X12,Y,X,6,12
2019_1235_1295,1235,1295,Y06,W16,Y,W,6,16
2019_1235_1297,1235,1297,Y06,X14,Y,X,6,14
2019_1235_1300,1235,1300,Y06,W16,Y,W,6,16
2019_1235_1305,1235,1305,Y06,X07,Y,X,6,7
2019_1235_1308,1235,1308,Y06,Y12,Y,Y,6,12
2019_1235_1314,1235,1314,Y06,Y01,Y,Y,6,1
2019_1235_1318,1235,1318,Y06,Y13,Y,Y,6,13
2019_1235_1326,1235,1326,Y06,Y11,Y,Y,6,11
2019_1235_1328,1235,1328,Y06,Z09,Y,Z,6,9
2019_1235_1330,1235,1330,Y06,Z14,Y,Z,6,14
2019_1235_1332,1235,1332,Y06,Z12,Y,Z,6,12
2019_1235_1341,1235,1341,Y06,X16,Y,X,6,16
2019_1235_1345,1235,1345,Y06,Z03,Y,Z,6,3
2019_1235_1371,1235,1371,Y06,Y10,Y,Y,6,10
2019_1235_1385,1235,1385,Y06,X11,Y,X,6,11
2019_1235_1387,1235,1387,Y06,W13,Y,W,6,13
2019_1235_1388,1235,1388,Y06,Z11,Y,Z,6,11
2019_1235_1393,1235,1393,Y06,X08,Y,X,6,8
2019_1235_1396,1235,1396,Y06,W11,Y,W,6,11
2019_1235_1397,1235,1397,Y06,Z02,Y,Z,6,2
2019_1235_1403,1235,1403,Y06,X03,Y,X,6,3
2019_1235_1414,1235,1414,Y06,Z13,Y,Z,6,13
2019_1235_1416,1235,1416,Y06,W09,Y,W,6,9
2019_1235_1429,1235,1429,Y06,Y08,Y,Y,6,8
2019_1235_1433,1235,1433,Y06,W08,Y,W,6,8
2019_1235_1436,1235,1436,Y06,X13,Y,X,6,13
2019_1235_1437,1235,1437,Y06,Z06,Y,Z,6,6
2019_1235_1438,1235,1438,Y06,Z01,Y,Z,6,1
2019_1235_1439,1235,1439,Y06,W04,Y,W,6,4
2019_1235_1449,1235,1449,Y06,Y09,Y,Y,6,9
2019_1235_1458,1235,1458,Y06,Z05,Y,Z,6,5
2019_1235_1459,1235,1459,Y06,Y07,Y,Y,6,7
2019_1235_1463,1235,1463,Y06,W14,Y,W,6,14
2019_1242_1243,1242,1243,Y04,Z04,Y,Z,4,4
2019_1242_1246,1242,1246,Y04,Y02,Y,Y,4,2
2019_1242_1251,1242,1251,Y04,W12,Y,W,4,12
2019_1242_1257,1242,1257,Y04,W07,Y,W,4,7
2019_1242_1261,1242,1261,Y04,W03,Y,W,4,3
2019_1242_1266,1242,1266,Y04,X05,Y,X,4,5
2019_1242_1268,1242,1268,Y04,W06,Y,W,4,6
2019_1242_1276,1242,1276,Y04,X02,Y,X,4,2
2019_1242_1277,1242,1277,Y04,W02,Y,W,4,2
2019_1242_1278,1242,1278,Y04,W10,Y,W,4,10
2019_1242_1279,1242,1279,Y04,Z08,Y,Z,4,8
2019_1242_1280,1242,1280,Y04,W05,Y,W,4,5
2019_1242_1285,1242,1285,Y04,X15,Y,X,4,15
2019_1242_1293,1242,1293,Y04,X12,Y,X,4,12
2019_1242_1295,1242,1295,Y04,W16,Y,W,4,16
2019_1242_1297,1242,1297,Y04,X14,Y,X,4,14
2019_1242_1300,1242,1300,Y04,W16,Y,W,4,16
2019_1242_1305,1242,1305,Y04,X07,Y,X,4,7
2019_1242_1308,1242,1308,Y04,Y12,Y,Y,4,12
2019_1242_1314,1242,1314,Y04,Y01,Y,Y,4,1
2019_1242_1318,1242,1318,Y04,Y13,Y,Y,4,13
2019_1242_1326,1242,1326,Y04,Y11,Y,Y,4,11
2019_1242_1328,1242,1328,Y04,Z09,Y,Z,4,9
2019_1242_1330,1242,1330,Y04,Z14,Y,Z,4,14
2019_1242_1332,1242,1332,Y04,Z12,Y,Z,4,12
2019_1242_1341,1242,1341,Y04,X16,Y,X,4,16
2019_1242_1345,1242,1345,Y04,Z03,Y,Z,4,3
2019_1242_1371,1242,1371,Y04,Y10,Y,Y,4,10
2019_1242_1385,1242,1385,Y04,X11,Y,X,4,11
2019_1242_1387,1242,1387,Y04,W13,Y,W,4,13
2019_1242_1388,1242,1388,Y04,Z11,Y,Z,4,11
2019_1242_1393,1242,1393,Y04,X08,Y,X,4,8
2019_1242_1396,1242,1396,Y04,W11,Y,W,4,11
2019_1242_1397,1242,1397,Y04,Z02,Y,Z,4,2
2019_1242_1403,1242,1403,Y04,X03,Y,X,4,3
2019_1242_1414,1242,1414,Y04,Z13,Y,Z,4,13
2019_1242_1416,1242,1416,Y04,W09,Y,W,4,9
2019_1242_1429,1242,1429,Y04,Y08,Y,Y,4,8
2019_1242_1433,1242,1433,Y04,W08,Y,W,4,8
2019_1242_1436,1242,1436,Y04,X13,Y,X,4,13
2019_1242_1437,1242,1437,Y04,Z06,Y,Z,4,6
2019_1242_1438,1242,1438,Y04,Z01,Y,Z,4,1
2019_1242_1439,1242,1439,Y04,W04,Y,W,4,4
2019_1242_1449,1242,1449,Y04,Y09,Y,Y,4,9
2019_1242_1458,1242,1458,Y04,Z05,Y,Z,4,5
2019_1242_1459,1242,1459,Y04,Y07,Y,Y,4,7
2019_1242_1463,1242,1463,Y04,W14,Y,W,4,14
2019_1243_1246,1243,1246,Z04,Y02,Z,Y,4,2
2019_1243_1251,1243,1251,Z04,W12,Z,W,4,12
2019_1243_1257,1243,1257,Z04,W07,Z,W,4,7
2019_1243_1261,1243,1261,Z04,W03,Z,W,4,3
2019_1243_1266,1243,1266,Z04,X05,Z,X,4,5
2019_1243_1268,1243,1268,Z04,W06,Z,W,4,6
2019_1243_1276,1243,1276,Z04,X02,Z,X,4,2
2019_1243_1277,1243,1277,Z04,W02,Z,W,4,2
2019_1243_1278,1243,1278,Z04,W10,Z,W,4,10
2019_1243_1279,1243,1279,Z04,Z08,Z,Z,4,8
2019_1243_1280,1243,1280,Z04,W05,Z,W,4,5
2019_1243_1285,1243,1285,Z04,X15,Z,X,4,15
2019_1243_1293,1243,1293,Z04,X12,Z,X,4,12
2019_1243_1295,1243,1295,Z04,W16,Z,W,4,16
2019_1243_1297,1243,1297,Z04,X14,Z,X,4,14
2019_1243_1300,1243,1300,Z04,W16,Z,W,4,16
2019_1243_1305,1243,1305,Z04,X07,Z,X,4,7
2019_1243_1308,1243,1308,Z04,Y12,Z,Y,4,12
2019_1243_1314,1243,1314,Z04,Y01,Z,Y,4,1
2019_1243_1318,1243,1318,Z04,Y13,Z,Y,4,13
2019_1243_1326,1243,1326,Z04,Y11,Z,Y,4,11
2019_1243_1328,1243,1328,Z04,Z09,Z,Z,4,9
2019_1243_1330,1243,1330,Z04,Z14,Z,Z,4,14
2019_1243_1332,1243,1332,Z04,Z12,Z,Z,4,12
2019_1243_1341,1243,1341,Z04,X16,Z,X,4,16
2019_1243_1345,1243,1345,Z04,Z03,Z,Z,4,3
2019_1243_1371,1243,1371,Z04,Y10,Z,Y,4,10
2019_1243_1385,1243,1385,Z04,X11,Z,X,4,11
2019_1243_1387,1243,1387,Z04,W13,Z,W,4,13
2019_1243_1388,1243,1388,Z04,Z11,Z,Z,4,11
2019_1243_1393,1243,1393,Z04,X08,Z,X,4,8
2019_1243_1396,1243,1396,Z04,W11,Z,W,4,11
2019_1243_1397,1243,1397,Z04,Z02,Z,Z,4,2
2019_1243_1403,1243,1403,Z04,X03,Z,X,4,3
2019_1243_1414,1243,1414,Z04,Z13,Z,Z,4,13
2019_1243_1416,1243,1416,Z04,W09,Z,W,4,9
2019_1243_1429,1243,1429,Z04,Y08,Z,Y,4,8
2019_1243_1433,1243,1433,Z04,W08,Z,W,4,8
2019_1243_1436,1243,1436,Z04,X13,Z,X,4,13
2019_1243_1437,1243,1437,Z04,Z06,Z,Z,4,6
2019_1243_1438,1243,1438,Z04,Z01,Z,Z,4,1
2019_1243_1439,1243,1439,Z04,W04,Z,W,4,4
2019_1243_1449,1243,1449,Z04,Y09,Z,Y,4,9
2019_1243_1458,1243,1458,Z04,Z05,Z,Z,4,5
2019_1243_1459,1243,1459,Z04,Y07,Z,Y,4,7
2019_1243_1463,1243,1463,Z04,W14,Z,W,4,14
2019_1246_1251,1246,1251,Y02,W12,Y,W,2,12
2019_1246_1257,1246,1257,Y02,W07,Y,W,2,7
2019_1246_1261,1246,1261,Y02,W03,Y,W,2,3
2019_1246_1266,1246,1266,Y02,X05,Y,X,2,5
2019_1246_1268,1246,1268,Y02,W06,Y,W,2,6
2019_1246_1276,1246,1276,Y02,X02,Y,X,2,2
2019_1246_1277,1246,1277,Y02,W02,Y,W,2,2
2019_1246_1278,1246,1278,Y02,W10,Y,W,2,10
2019_1246_1279,1246,1279,Y02,Z08,Y,Z,2,8
2019_1246_1280,1246,1280,Y02,W05,Y,W,2,5
2019_1246_1285,1246,1285,Y02,X15,Y,X,2,15
2019_1246_1293,1246,1293,Y02,X12,Y,X,2,12
2019_1246_1295,1246,1295,Y02,W16,Y,W,2,16
2019_1246_1297,1246,1297,Y02,X14,Y,X,2,14
2019_1246_1300,1246,1300,Y02,W16,Y,W,2,16
2019_1246_1305,1246,1305,Y02,X07,Y,X,2,7
2019_1246_1308,1246,1308,Y02,Y12,Y,Y,2,12
2019_1246_1314,1246,1314,Y02,Y01,Y,Y,2,1
2019_1246_1318,1246,1318,Y02,Y13,Y,Y,2,13
2019_1246_1326,1246,1326,Y02,Y11,Y,Y,2,11
2019_1246_1328,1246,1328,Y02,Z09,Y,Z,2,9
2019_1246_1330,1246,1330,Y02,Z14,Y,Z,2,14
2019_1246_1332,1246,1332,Y02,Z12,Y,Z,2,12
2019_1246_1341,1246,1341,Y02,X16,Y,X,2,16
2019_1246_1345,1246,1345,Y02,Z03,Y,Z,2,3
2019_1246_1371,1246,1371,Y02,Y10,Y,Y,2,10
2019_1246_1385,1246,1385,Y02,X11,Y,X,2,11
2019_1246_1387,1246,1387,Y02,W13,Y,W,2,13
2019_1246_1388,1246,1388,Y02,Z11,Y,Z,2,11
2019_1246_1393,1246,1393,Y02,X08,Y,X,2,8
2019_1246_1396,1246,1396,Y02,W11,Y,W,2,11
2019_1246_1397,1246,1397,Y02,Z02,Y,Z,2,2
2019_1246_1403,1246,1403,Y02,X03,Y,X,2,3
2019_1246_1414,1246,1414,Y02,Z13,Y,Z,2,13
2019_1246_1416,1246,1416,Y02,W09,Y,W,2,9
2019_1246_1429,1246,1429,Y02,Y08,Y,Y,2,8
2019_1246_1433,1246,1433,Y02,W08,Y,W,2,8
2019_1246_1436,1246,1436,Y02,X13,Y,X,2,13
2019_1246_1437,1246,1437,Y02,Z06,Y,Z,2,6
2019_1246_1438,1246,1438,Y02,Z01,Y,Z,2,1
2019_1246_1439,1246,1439,Y02,W04,Y,W,2,4
2019_1246_1449,1246,1449,Y02,Y09,Y,Y,2,9
2019_1246_1458,1246,1458,Y02,Z05,Y,Z,2,5
2019_1246_1459,1246,1459,Y02,Y07,Y,Y,2,7
2019_1246_1463,1246,1463,Y02,W14,Y,W,2,14
2019_1251_1257,1251,1257,W12,W07,W,W,12,7
2019_1251_1261,1251,1261,W12,W03,W,W,12,3
2019_1251_1266,1251,1266,W12,X05,W,X,12,5
2019_1251_1268,1251,1268,W12,W06,W,W,12,6
2019_1251_1276,1251,1276,W12,X02,W,X,12,2
2019_1251_1277,1251,1277,W12,W02,W,W,12,2
2019_1251_1278,1251,1278,W12,W10,W,W,12,10
2019_1251_1279,1251,1279,W12,Z08,W,Z,12,8
2019_1251_1280,1251,1280,W12,W05,W,W,12,5
2019_1251_1285,1251,1285,W12,X15,W,X,12,15
2019_1251_1293,1251,1293,W12,X12,W,X,12,12
2019_1251_1295,1251,1295,W12,W16,W,W,12,16
2019_1251_1297,1251,1297,W12,X14,W,X,12,14
2019_1251_1300,1251,1300,W12,W16,W,W,12,16
2019_1251_1305,1251,1305,W12,X07,W,X,12,7
2019_1251_1308,1251,1308,W12,Y12,W,Y,12,12
2019_1251_1314,1251,1314,W12,Y01,W,Y,12,1
2019_1251_1318,1251,1318,W12,Y13,W,Y,12,13
2019_1251_1326,1251,1326,W12,Y11,W,Y,12,11
2019_1251_1328,1251,1328,W12,Z09,W,Z,12,9
2019_1251_1330,1251,1330,W12,Z14,W,Z,12,14
2019_1251_1332,1251,1332,W12,Z12,W,Z,12,12
2019_1251_1341,1251,1341,W12,X16,W,X,12,16
2019_1251_1345,1251,1345,W12,Z03,W,Z,12,3
2019_1251_1371,1251,1371,W12,Y10,W,Y,12,10
2019_1251_1385,1251,1385,W12,X11,W,X,12,11
2019_1251_1387,1251,1387,W12,W13,W,W,12,13
2019_1251_1388,1251,1388,W12,Z11,W,Z,12,11
2019_1251_1393,1251,1393,W12,X08,W,X,12,8
2019_1251_1396,1251,1396,W12,W11,W,W,12,11
2019_1251_1397,1251,1397,W12,Z02,W,Z,12,2
2019_1251_1403,1251,1403,W12,X03,W,X,12,3
2019_1251_1414,1251,1414,W12,Z13,W,Z,12,13
2019_1251_1416,1251,1416,W12,W09,W,W,12,9
2019_1251_1429,1251,1429,W12,Y08,W,Y,12,8
2019_1251_1433,1251,1433,W12,W08,W,W,12,8
2019_1251_1436,1251,1436,W12,X13,W,X,12,13
2019_1251_1437,1251,1437,W12,Z06,W,Z,12,6
2019_1251_1438,1251,1438,W12,Z01,W,Z,12,1
2019_1251_1439,1251,1439,W12,W04,W,W,12,4
2019_1251_1449,1251,1449,W12,Y09,W,Y,12,9
2019_1251_1458,1251,1458,W12,Z05,W,Z,12,5
2019_1251_1459,1251,1459,W12,Y07,W,Y,12,7
2019_1251_1463,1251,1463,W12,W14,W,W,12,14
2019_1257_1261,1257,1261,W07,W03,W,W,7,3
2019_1257_1266,1257,1266,W07,X05,W,X,7,5
2019_1257_1268,1257,1268,W07,W06,W,W,7,6
2019_1257_1276,1257,1276,W07,X02,W,X,7,2
2019_1257_1277,1257,1277,W07,W02,W,W,7,2
2019_1257_1278,1257,1278,W07,W10,W,W,7,10
2019_1257_1279,1257,1279,W07,Z08,W,Z,7,8
2019_1257_1280,1257,1280,W07,W05,W,W,7,5
2019_1257_1285,1257,1285,W07,X15,W,X,7,15
2019_1257_1293,1257,1293,W07,X12,W,X,7,12
2019_1257_1295,1257,1295,W07,W16,W,W,7,16
2019_1257_1297,1257,1297,W07,X14,W,X,7,14
2019_1257_1300,1257,1300,W07,W16,W,W,7,16
2019_1257_1305,1257,1305,W07,X07,W,X,7,7
2019_1257_1308,1257,1308,W07,Y12,W,Y,7,12
2019_1257_1314,1257,1314,W07,Y01,W,Y,7,1
